id,k,np
p10238,1.1,164
p10239,1.1,165
p10240,1.1,166
p10241,1.1,167
p10242,1.1,168
p10243,1.1,169
p10244,1.1,170
p10245,1.1,171
p10246,1.1,172
p10247,1.1,173
p10248,1.1,174
p10249,1.1,175
p10250,1.1,176
p10251,1.1,177
p10252,1.1,178
p10253,1.1,179
p10254,1.1,180
p10255,1.1,181
p10256,1.1,182
p10257,1.1,183
p10258,1.1,184
p10259,1.1,185
p10260,1.1,186
p10261,1.1,187
p10262,1.1,188
p10263,1.1,189
p10264,1.1,190
p10265,1.1,191
p10266,1.1,192
p10267,1.1,193
p10268,1.1,194
p10269,1.1,195
p10270,1.1,196
p10271,1.1,197
p10272,1.1,198
p10273,1.1,199
p10274,1.1,200
p10275,1.1,201
p10276,1.1,202
p10277,1.1,203
p10278,1.1,204
p10279,1.1,205
p10280,1.1,206
p10281,1.1,207
p10282,1.1,208
p10283,1.1,209
p10284,1.1,210
p10285,1.1,211
p10286,1.1,212
p10287,1.1,213
p10288,1.1,214
p10289,1.1,215
p10290,1.1,216
p10291,1.1,217
p10292,1.1,218
p10293,1.1,219
p10294,1.1,220
p10295,1.1,221
p10296,1.1,222
p10297,1.1,223
p10298,1.1,224
p10299,1.1,225
p10300,1.1,226
p10301,1.1,227
p10302,1.1,228
p10303,1.1,229
p10304,1.1,230
p10305,1.125,2
p10306,1.125,3
p10307,1.125,4
p10308,1.125,5
p10309,1.125,6
p10310,1.125,7
p10311,1.125,8
p10312,1.125,9
p10313,1.125,10
p10314,1.125,11
p10315,1.125,12
p10316,1.125,13
p10317,1.125,14
p10318,1.125,15
p10319,1.125,16
p10320,1.125,17
p10321,1.125,18
p10322,1.125,19
p10323,1.125,20
p10324,1.125,21
p10325,1.125,22
p10326,1.125,23
p10327,1.125,24
p10328,1.125,25
p10329,1.125,26
p10330,1.125,27
p10331,1.125,28
p10332,1.125,29
p10333,1.125,30
p10334,1.125,31
p10335,1.125,32
p10336,1.125,33
p10337,1.125,34
p10338,1.125,35
p10339,1.125,36
p10340,1.125,37
p10341,1.125,38
p10342,1.125,39
p10343,1.125,40
p10344,1.125,41
p10345,1.125,42
p10346,1.125,43
p10347,1.125,44
p10348,1.125,45
p10349,1.125,46
p10350,1.125,47
p10351,1.125,48
p10352,1.125,49
p10353,1.125,50
p10354,1.125,51
p10355,1.125,52
p10356,1.125,53
p10357,1.125,54
p10358,1.125,55
p10359,1.125,56
p10360,1.125,57
p10361,1.125,58
p10362,1.125,59
p10363,1.125,60
p10364,1.125,61
p10365,1.125,62
p10366,1.125,63
p10367,1.125,64
p10368,1.125,65
p10369,1.125,66
p10370,1.125,67
p10371,1.125,68
p10372,1.125,69
p10373,1.125,70
p10374,1.125,71
p10375,1.125,72
p10376,1.125,73
p10377,1.125,74
p10378,1.125,75
p10379,1.125,76
p10380,1.125,77
p10381,1.125,78
p10382,1.125,79
p10383,1.125,80
p10384,1.125,81
p10385,1.125,82
p10386,1.125,83
p10387,1.125,84
p10388,1.125,85
p10389,1.125,86
p10390,1.125,87
p10391,1.125,88
p10392,1.125,89
p10393,1.125,90
p10394,1.125,91
p10395,1.125,92
p10396,1.125,93
p10397,1.125,94
p10398,1.125,95
p10399,1.125,96
p10400,1.125,97
p10401,1.125,98
p10402,1.125,99
p10403,1.125,100
p10404,1.125,101
p10405,1.125,102
p10406,1.125,103
p10407,1.125,104
p10408,1.125,105
p10409,1.125,106
p10410,1.125,107
p10411,1.125,108
p10412,1.125,109
p10413,1.125,110
p10414,1.125,111
p10415,1.125,112
p10416,1.125,113
p10417,1.125,114
p10418,1.125,115
p10419,1.125,116
p10420,1.125,117
p10421,1.125,118
p10422,1.125,119
p10423,1.125,120
p10424,1.125,121
p10425,1.125,122
p10426,1.125,123
p10427,1.125,124
p10428,1.125,125
p10429,1.125,126
p10430,1.125,127
p10431,1.125,128
p10432,1.125,129
p10433,1.125,130
p10434,1.125,131
p10435,1.125,132
p10436,1.125,133
p10437,1.125,134
p10438,1.125,135
p10439,1.125,136
p10440,1.125,137
p10441,1.125,138
p10442,1.125,139
p10443,1.125,140
p10444,1.125,141
p10445,1.125,142
p10446,1.125,143
p10447,1.125,144
p10448,1.125,145
p10449,1.125,146
p10450,1.125,147
p10451,1.125,148
p10452,1.125,149
p10453,1.125,150
p10454,1.125,151
p10455,1.125,152
p10456,1.125,153
p10457,1.125,154
p10458,1.125,155
p10459,1.125,156
p10460,1.125,157
p10461,1.125,158
p10462,1.125,159
p10463,1.125,160
p10464,1.125,161
p10465,1.125,162
p10466,1.125,163
p10467,1.125,164
p10468,1.125,165
p10469,1.125,166
p10470,1.125,167
p10471,1.125,168
p10472,1.125,169
p10473,1.125,170
p10474,1.125,171
p10475,1.125,172
p10476,1.125,173
p10477,1.125,174
p10478,1.125,175
p10479,1.125,176
p10480,1.125,177
p10481,1.125,178
p10482,1.125,179
p10483,1.125,180
p10484,1.125,181
p10485,1.125,182
p10486,1.125,183
p10487,1.125,184
p10488,1.125,185
p10489,1.125,186
p10490,1.125,187
p10491,1.125,188
p10492,1.125,189
p10493,1.125,190
p10494,1.125,191
p10495,1.125,192
p10496,1.125,193
p10497,1.125,194
p10498,1.125,195
p10499,1.125,196
p10500,1.125,197
p10501,1.125,198
p10502,1.125,199
p10503,1.125,200
p10504,1.125,201
p10505,1.125,202
p10506,1.125,203
p10507,1.125,204
p10508,1.125,205
p10509,1.125,206
p10510,1.125,207
p10511,1.125,208
p10512,1.125,209
p10513,1.125,210
p10514,1.125,211
p10515,1.125,212
p10516,1.125,213
p10517,1.125,214
p10518,1.125,215
p10519,1.125,216
p10520,1.125,217
p10521,1.125,218
p10522,1.125,219
p10523,1.125,220
p10524,1.125,221
p10525,1.125,222
p10526,1.125,223
p10527,1.125,224
p10528,1.125,225
p10529,1.125,226
p10530,1.125,227
p10531,1.125,228
p10532,1.125,229
p10533,1.125,230
p10534,1.1500000000000001,2
p10535,1.1500000000000001,3
p10536,1.1500000000000001,4
p10537,1.1500000000000001,5
p10538,1.1500000000000001,6
p10539,1.1500000000000001,7
p10540,1.1500000000000001,8
p10541,1.1500000000000001,9
p10542,1.1500000000000001,10
p10543,1.1500000000000001,11
p10544,1.1500000000000001,12
p10545,1.1500000000000001,13
p10546,1.1500000000000001,14
p10547,1.1500000000000001,15
p10548,1.1500000000000001,16
p10549,1.1500000000000001,17
p10550,1.1500000000000001,18
p10551,1.1500000000000001,19
p10552,1.1500000000000001,20
p10553,1.1500000000000001,21
p10554,1.1500000000000001,22
p10555,1.1500000000000001,23
p10556,1.1500000000000001,24
p10557,1.1500000000000001,25
p10558,1.1500000000000001,26
p10559,1.1500000000000001,27
p10560,1.1500000000000001,28
p10561,1.1500000000000001,29
p10562,1.1500000000000001,30
p10563,1.1500000000000001,31
p10564,1.1500000000000001,32
p10565,1.1500000000000001,33
p10566,1.1500000000000001,34
p10567,1.1500000000000001,35
p10568,1.1500000000000001,36
p10569,1.1500000000000001,37
p10570,1.1500000000000001,38
p10571,1.1500000000000001,39
p10572,1.1500000000000001,40
p10573,1.1500000000000001,41
p10574,1.1500000000000001,42
p10575,1.1500000000000001,43
p10576,1.1500000000000001,44
p10577,1.1500000000000001,45
p10578,1.1500000000000001,46
p10579,1.1500000000000001,47
p10580,1.1500000000000001,48
p10581,1.1500000000000001,49
p10582,1.1500000000000001,50
p10583,1.1500000000000001,51
p10584,1.1500000000000001,52
p10585,1.1500000000000001,53
p10586,1.1500000000000001,54
p10587,1.1500000000000001,55
p10588,1.1500000000000001,56
p10589,1.1500000000000001,57
p10590,1.1500000000000001,58
p10591,1.1500000000000001,59
p10592,1.1500000000000001,60
p10593,1.1500000000000001,61
p10594,1.1500000000000001,62
p10595,1.1500000000000001,63
p10596,1.1500000000000001,64
p10597,1.1500000000000001,65
p10598,1.1500000000000001,66
p10599,1.1500000000000001,67
p10600,1.1500000000000001,68
p10601,1.1500000000000001,69
p10602,1.1500000000000001,70
p10603,1.1500000000000001,71
p10604,1.1500000000000001,72
p10605,1.1500000000000001,73
p10606,1.1500000000000001,74
p10607,1.1500000000000001,75
p10608,1.1500000000000001,76
p10609,1.1500000000000001,77
p10610,1.1500000000000001,78
p10611,1.1500000000000001,79
p10612,1.1500000000000001,80
p10613,1.1500000000000001,81
p10614,1.1500000000000001,82
p10615,1.1500000000000001,83
p10616,1.1500000000000001,84
p10617,1.1500000000000001,85
p10618,1.1500000000000001,86
p10619,1.1500000000000001,87
p10620,1.1500000000000001,88
p10621,1.1500000000000001,89
p10622,1.1500000000000001,90
p10623,1.1500000000000001,91
p10624,1.1500000000000001,92
p10625,1.1500000000000001,93
p10626,1.1500000000000001,94
p10627,1.1500000000000001,95
p10628,1.1500000000000001,96
p10629,1.1500000000000001,97
p10630,1.1500000000000001,98
p10631,1.1500000000000001,99
p10632,1.1500000000000001,100
p10633,1.1500000000000001,101
p10634,1.1500000000000001,102
p10635,1.1500000000000001,103
p10636,1.1500000000000001,104
p10637,1.1500000000000001,105
p10638,1.1500000000000001,106
p10639,1.1500000000000001,107
p10640,1.1500000000000001,108
p10641,1.1500000000000001,109
p10642,1.1500000000000001,110
p10643,1.1500000000000001,111
p10644,1.1500000000000001,112
p10645,1.1500000000000001,113
p10646,1.1500000000000001,114
p10647,1.1500000000000001,115
p10648,1.1500000000000001,116
p10649,1.1500000000000001,117
p10650,1.1500000000000001,118
p10651,1.1500000000000001,119
p10652,1.1500000000000001,120
p10653,1.1500000000000001,121
p10654,1.1500000000000001,122
p10655,1.1500000000000001,123
p10656,1.1500000000000001,124
p10657,1.1500000000000001,125
p10658,1.1500000000000001,126
p10659,1.1500000000000001,127
p10660,1.1500000000000001,128
p10661,1.1500000000000001,129
p10662,1.1500000000000001,130
p10663,1.1500000000000001,131
p10664,1.1500000000000001,132
p10665,1.1500000000000001,133
p10666,1.1500000000000001,134
p10667,1.1500000000000001,135
p10668,1.1500000000000001,136
p10669,1.1500000000000001,137
p10670,1.1500000000000001,138
p10671,1.1500000000000001,139
p10672,1.1500000000000001,140
p10673,1.1500000000000001,141
p10674,1.1500000000000001,142
p10675,1.1500000000000001,143
p10676,1.1500000000000001,144
p10677,1.1500000000000001,145
p10678,1.1500000000000001,146
p10679,1.1500000000000001,147
p10680,1.1500000000000001,148
p10681,1.1500000000000001,149
p10682,1.1500000000000001,150
p10683,1.1500000000000001,151
p10684,1.1500000000000001,152
p10685,1.1500000000000001,153
p10686,1.1500000000000001,154
p10687,1.1500000000000001,155
p10688,1.1500000000000001,156
p10689,1.1500000000000001,157
p10690,1.1500000000000001,158
p10691,1.1500000000000001,159
p10692,1.1500000000000001,160
p10693,1.1500000000000001,161
p10694,1.1500000000000001,162
p10695,1.1500000000000001,163
p10696,1.1500000000000001,164
p10697,1.1500000000000001,165
p10698,1.1500000000000001,166
p10699,1.1500000000000001,167
p10700,1.1500000000000001,168
p10701,1.1500000000000001,169
p10702,1.1500000000000001,170
p10703,1.1500000000000001,171
p10704,1.1500000000000001,172
p10705,1.1500000000000001,173
p10706,1.1500000000000001,174
p10707,1.1500000000000001,175
p10708,1.1500000000000001,176
p10709,1.1500000000000001,177
p10710,1.1500000000000001,178
p10711,1.1500000000000001,179
p10712,1.1500000000000001,180
p10713,1.1500000000000001,181
p10714,1.1500000000000001,182
p10715,1.1500000000000001,183
p10716,1.1500000000000001,184
p10717,1.1500000000000001,185
p10718,1.1500000000000001,186
p10719,1.1500000000000001,187
p10720,1.1500000000000001,188
p10721,1.1500000000000001,189
p10722,1.1500000000000001,190
p10723,1.1500000000000001,191
p10724,1.1500000000000001,192
p10725,1.1500000000000001,193
p10726,1.1500000000000001,194
p10727,1.1500000000000001,195
p10728,1.1500000000000001,196
p10729,1.1500000000000001,197
p10730,1.1500000000000001,198
p10731,1.1500000000000001,199
p10732,1.1500000000000001,200
p10733,1.1500000000000001,201
p10734,1.1500000000000001,202
p10735,1.1500000000000001,203
p10736,1.1500000000000001,204
p10737,1.1500000000000001,205
p10738,1.1500000000000001,206
p10739,1.1500000000000001,207
p10740,1.1500000000000001,208
p10741,1.1500000000000001,209
p10742,1.1500000000000001,210
p10743,1.1500000000000001,211
p10744,1.1500000000000001,212
p10745,1.1500000000000001,213
p10746,1.1500000000000001,214
p10747,1.1500000000000001,215
p10748,1.1500000000000001,216
p10749,1.1500000000000001,217
p10750,1.1500000000000001,218
p10751,1.1500000000000001,219
p10752,1.1500000000000001,220
p10753,1.1500000000000001,221
p10754,1.1500000000000001,222
p10755,1.1500000000000001,223
p10756,1.1500000000000001,224
p10757,1.1500000000000001,225
p10758,1.1500000000000001,226
p10759,1.1500000000000001,227
p10760,1.1500000000000001,228
p10761,1.1500000000000001,229
p10762,1.1500000000000001,230
p10763,1.175,2
p10764,1.175,3
p10765,1.175,4
p10766,1.175,5
p10767,1.175,6
p10768,1.175,7
p10769,1.175,8
p10770,1.175,9
p10771,1.175,10
p10772,1.175,11
p10773,1.175,12
p10774,1.175,13
p10775,1.175,14
p10776,1.175,15
p10777,1.175,16
p10778,1.175,17
p10779,1.175,18
p10780,1.175,19
p10781,1.175,20
p10782,1.175,21
p10783,1.175,22
p10784,1.175,23
p10785,1.175,24
p10786,1.175,25
p10787,1.175,26
p10788,1.175,27
p10789,1.175,28
p10790,1.175,29
p10791,1.175,30
p10792,1.175,31
p10793,1.175,32
p10794,1.175,33
p10795,1.175,34
p10796,1.175,35
p10797,1.175,36
p10798,1.175,37
p10799,1.175,38
p10800,1.175,39
p10801,1.175,40
p10802,1.175,41
p10803,1.175,42
p10804,1.175,43
p10805,1.175,44
p10806,1.175,45
p10807,1.175,46
p10808,1.175,47
p10809,1.175,48
p10810,1.175,49
p10811,1.175,50
p10812,1.175,51
p10813,1.175,52
p10814,1.175,53
p10815,1.175,54
p10816,1.175,55
p10817,1.175,56
p10818,1.175,57
p10819,1.175,58
p10820,1.175,59
p10821,1.175,60
p10822,1.175,61
p10823,1.175,62
p10824,1.175,63
p10825,1.175,64
p10826,1.175,65
p10827,1.175,66
p10828,1.175,67
p10829,1.175,68
p10830,1.175,69
p10831,1.175,70
p10832,1.175,71
p10833,1.175,72
p10834,1.175,73
p10835,1.175,74
p10836,1.175,75
p10837,1.175,76
p10838,1.175,77
p10839,1.175,78
p10840,1.175,79
p10841,1.175,80
p10842,1.175,81
p10843,1.175,82
p10844,1.175,83
p10845,1.175,84
p10846,1.175,85
p10847,1.175,86
p10848,1.175,87
p10849,1.175,88
p10850,1.175,89
p10851,1.175,90
p10852,1.175,91
p10853,1.175,92
p10854,1.175,93
p10855,1.175,94
p10856,1.175,95
p10857,1.175,96
p10858,1.175,97
p10859,1.175,98
p10860,1.175,99
p10861,1.175,100
p10862,1.175,101
p10863,1.175,102
p10864,1.175,103
p10865,1.175,104
p10866,1.175,105
p10867,1.175,106
p10868,1.175,107
p10869,1.175,108
p10870,1.175,109
p10871,1.175,110
p10872,1.175,111
p10873,1.175,112
p10874,1.175,113
p10875,1.175,114
p10876,1.175,115
p10877,1.175,116
p10878,1.175,117
p10879,1.175,118
p10880,1.175,119
p10881,1.175,120
p10882,1.175,121
p10883,1.175,122
p10884,1.175,123
p10885,1.175,124
p10886,1.175,125
p10887,1.175,126
p10888,1.175,127
p10889,1.175,128
p10890,1.175,129
p10891,1.175,130
p10892,1.175,131
p10893,1.175,132
p10894,1.175,133
p10895,1.175,134
p10896,1.175,135
p10897,1.175,136
p10898,1.175,137
p10899,1.175,138
p10900,1.175,139
p10901,1.175,140
p10902,1.175,141
p10903,1.175,142
p10904,1.175,143
p10905,1.175,144
p10906,1.175,145
p10907,1.175,146
p10908,1.175,147
p10909,1.175,148
p10910,1.175,149
p10911,1.175,150
p10912,1.175,151
p10913,1.175,152
p10914,1.175,153
p10915,1.175,154
p10916,1.175,155
p10917,1.175,156
p10918,1.175,157
p10919,1.175,158
p10920,1.175,159
p10921,1.175,160
p10922,1.175,161
p10923,1.175,162
p10924,1.175,163
p10925,1.175,164
p10926,1.175,165
p10927,1.175,166
p10928,1.175,167
p10929,1.175,168
p10930,1.175,169
p10931,1.175,170
p10932,1.175,171
p10933,1.175,172
p10934,1.175,173
p10935,1.175,174
p10936,1.175,175
p10937,1.175,176
p10938,1.175,177
p10939,1.175,178
p10940,1.175,179
p10941,1.175,180
p10942,1.175,181
p10943,1.175,182
p10944,1.175,183
p10945,1.175,184
p10946,1.175,185
p10947,1.175,186
p10948,1.175,187
p10949,1.175,188
p10950,1.175,189
p10951,1.175,190
p10952,1.175,191
p10953,1.175,192
p10954,1.175,193
p10955,1.175,194
p10956,1.175,195
p10957,1.175,196
p10958,1.175,197
p10959,1.175,198
p10960,1.175,199
p10961,1.175,200
p10962,1.175,201
p10963,1.175,202
p10964,1.175,203
p10965,1.175,204
p10966,1.175,205
p10967,1.175,206
p10968,1.175,207
p10969,1.175,208
p10970,1.175,209
p10971,1.175,210
p10972,1.175,211
p10973,1.175,212
p10974,1.175,213
p10975,1.175,214
p10976,1.175,215
p10977,1.175,216
p10978,1.175,217
p10979,1.175,218
p10980,1.175,219
p10981,1.175,220
p10982,1.175,221
p10983,1.175,222
p10984,1.175,223
p10985,1.175,224
p10986,1.175,225
p10987,1.175,226
p10988,1.175,227
p10989,1.175,228
p10990,1.175,229
p10991,1.175,230
p10992,1.2000000000000002,2
p10993,1.2000000000000002,3
p10994,1.2000000000000002,4
p10995,1.2000000000000002,5
p10996,1.2000000000000002,6
p10997,1.2000000000000002,7
p10998,1.2000000000000002,8
p10999,1.2000000000000002,9
p11000,1.2000000000000002,10
p11001,1.2000000000000002,11
p11002,1.2000000000000002,12
p11003,1.2000000000000002,13
p11004,1.2000000000000002,14
p11005,1.2000000000000002,15
p11006,1.2000000000000002,16
p11007,1.2000000000000002,17
p11008,1.2000000000000002,18
p11009,1.2000000000000002,19
p11010,1.2000000000000002,20
p11011,1.2000000000000002,21
p11012,1.2000000000000002,22
p11013,1.2000000000000002,23
p11014,1.2000000000000002,24
p11015,1.2000000000000002,25
p11016,1.2000000000000002,26
p11017,1.2000000000000002,27
p11018,1.2000000000000002,28
p11019,1.2000000000000002,29
p11020,1.2000000000000002,30
p11021,1.2000000000000002,31
p11022,1.2000000000000002,32
p11023,1.2000000000000002,33
p11024,1.2000000000000002,34
p11025,1.2000000000000002,35
p11026,1.2000000000000002,36
p11027,1.2000000000000002,37
p11028,1.2000000000000002,38
p11029,1.2000000000000002,39
p11030,1.2000000000000002,40
p11031,1.2000000000000002,41
p11032,1.2000000000000002,42
p11033,1.2000000000000002,43
p11034,1.2000000000000002,44
p11035,1.2000000000000002,45
p11036,1.2000000000000002,46
p11037,1.2000000000000002,47
p11038,1.2000000000000002,48
p11039,1.2000000000000002,49
p11040,1.2000000000000002,50
p11041,1.2000000000000002,51
p11042,1.2000000000000002,52
p11043,1.2000000000000002,53
p11044,1.2000000000000002,54
p11045,1.2000000000000002,55
p11046,1.2000000000000002,56
p11047,1.2000000000000002,57
p11048,1.2000000000000002,58
p11049,1.2000000000000002,59
p11050,1.2000000000000002,60
p11051,1.2000000000000002,61
p11052,1.2000000000000002,62
p11053,1.2000000000000002,63
p11054,1.2000000000000002,64
p11055,1.2000000000000002,65
p11056,1.2000000000000002,66
p11057,1.2000000000000002,67
p11058,1.2000000000000002,68
p11059,1.2000000000000002,69
p11060,1.2000000000000002,70
p11061,1.2000000000000002,71
p11062,1.2000000000000002,72
p11063,1.2000000000000002,73
p11064,1.2000000000000002,74
p11065,1.2000000000000002,75
p11066,1.2000000000000002,76
p11067,1.2000000000000002,77
p11068,1.2000000000000002,78
p11069,1.2000000000000002,79
p11070,1.2000000000000002,80
p11071,1.2000000000000002,81
p11072,1.2000000000000002,82
p11073,1.2000000000000002,83
p11074,1.2000000000000002,84
p11075,1.2000000000000002,85
p11076,1.2000000000000002,86
p11077,1.2000000000000002,87
p11078,1.2000000000000002,88
p11079,1.2000000000000002,89
p11080,1.2000000000000002,90
p11081,1.2000000000000002,91
p11082,1.2000000000000002,92
p11083,1.2000000000000002,93
p11084,1.2000000000000002,94
p11085,1.2000000000000002,95
p11086,1.2000000000000002,96
p11087,1.2000000000000002,97
p11088,1.2000000000000002,98
p11089,1.2000000000000002,99
p11090,1.2000000000000002,100
p11091,1.2000000000000002,101
p11092,1.2000000000000002,102
p11093,1.2000000000000002,103
p11094,1.2000000000000002,104
p11095,1.2000000000000002,105
p11096,1.2000000000000002,106
p11097,1.2000000000000002,107
p11098,1.2000000000000002,108
p11099,1.2000000000000002,109
p11100,1.2000000000000002,110
p11101,1.2000000000000002,111
p11102,1.2000000000000002,112
p11103,1.2000000000000002,113
p11104,1.2000000000000002,114
p11105,1.2000000000000002,115
p11106,1.2000000000000002,116
p11107,1.2000000000000002,117
p11108,1.2000000000000002,118
p11109,1.2000000000000002,119
p11110,1.2000000000000002,120
p11111,1.2000000000000002,121
p11112,1.2000000000000002,122
p11113,1.2000000000000002,123
p11114,1.2000000000000002,124
p11115,1.2000000000000002,125
p11116,1.2000000000000002,126
p11117,1.2000000000000002,127
p11118,1.2000000000000002,128
p11119,1.2000000000000002,129
p11120,1.2000000000000002,130
p11121,1.2000000000000002,131
p11122,1.2000000000000002,132
p11123,1.2000000000000002,133
p11124,1.2000000000000002,134
p11125,1.2000000000000002,135
p11126,1.2000000000000002,136
p11127,1.2000000000000002,137
p11128,1.2000000000000002,138
p11129,1.2000000000000002,139
p11130,1.2000000000000002,140
p11131,1.2000000000000002,141
p11132,1.2000000000000002,142
p11133,1.2000000000000002,143
p11134,1.2000000000000002,144
p11135,1.2000000000000002,145
p11136,1.2000000000000002,146
p11137,1.2000000000000002,147
p11138,1.2000000000000002,148
p11139,1.2000000000000002,149
p11140,1.2000000000000002,150
p11141,1.2000000000000002,151
p11142,1.2000000000000002,152
p11143,1.2000000000000002,153
p11144,1.2000000000000002,154
p11145,1.2000000000000002,155
p11146,1.2000000000000002,156
p11147,1.2000000000000002,157
p11148,1.2000000000000002,158
p11149,1.2000000000000002,159
p11150,1.2000000000000002,160
p11151,1.2000000000000002,161
p11152,1.2000000000000002,162
p11153,1.2000000000000002,163
p11154,1.2000000000000002,164
p11155,1.2000000000000002,165
p11156,1.2000000000000002,166
p11157,1.2000000000000002,167
p11158,1.2000000000000002,168
p11159,1.2000000000000002,169
p11160,1.2000000000000002,170
p11161,1.2000000000000002,171
p11162,1.2000000000000002,172
p11163,1.2000000000000002,173
p11164,1.2000000000000002,174
p11165,1.2000000000000002,175
p11166,1.2000000000000002,176
p11167,1.2000000000000002,177
p11168,1.2000000000000002,178
p11169,1.2000000000000002,179
p11170,1.2000000000000002,180
p11171,1.2000000000000002,181
p11172,1.2000000000000002,182
p11173,1.2000000000000002,183
p11174,1.2000000000000002,184
p11175,1.2000000000000002,185
p11176,1.2000000000000002,186
p11177,1.2000000000000002,187
p11178,1.2000000000000002,188
p11179,1.2000000000000002,189
p11180,1.2000000000000002,190
p11181,1.2000000000000002,191
p11182,1.2000000000000002,192
p11183,1.2000000000000002,193
p11184,1.2000000000000002,194
p11185,1.2000000000000002,195
p11186,1.2000000000000002,196
p11187,1.2000000000000002,197
p11188,1.2000000000000002,198
p11189,1.2000000000000002,199
p11190,1.2000000000000002,200
p11191,1.2000000000000002,201
p11192,1.2000000000000002,202
p11193,1.2000000000000002,203
p11194,1.2000000000000002,204
p11195,1.2000000000000002,205
p11196,1.2000000000000002,206
p11197,1.2000000000000002,207
p11198,1.2000000000000002,208
p11199,1.2000000000000002,209
p11200,1.2000000000000002,210
p11201,1.2000000000000002,211
p11202,1.2000000000000002,212
p11203,1.2000000000000002,213
p11204,1.2000000000000002,214
p11205,1.2000000000000002,215
p11206,1.2000000000000002,216
p11207,1.2000000000000002,217
p11208,1.2000000000000002,218
p11209,1.2000000000000002,219
p11210,1.2000000000000002,220
p11211,1.2000000000000002,221
p11212,1.2000000000000002,222
p11213,1.2000000000000002,223
p11214,1.2000000000000002,224
p11215,1.2000000000000002,225
p11216,1.2000000000000002,226
p11217,1.2000000000000002,227
p11218,1.2000000000000002,228
p11219,1.2000000000000002,229
p11220,1.2000000000000002,230
p11221,1.225,2
p11222,1.225,3
p11223,1.225,4
p11224,1.225,5
p11225,1.225,6
p11226,1.225,7
p11227,1.225,8
p11228,1.225,9
p11229,1.225,10
p11230,1.225,11
p11231,1.225,12
p11232,1.225,13
p11233,1.225,14
p11234,1.225,15
p11235,1.225,16
p11236,1.225,17
p11237,1.225,18
p11238,1.225,19
p11239,1.225,20
p11240,1.225,21
p11241,1.225,22
p11242,1.225,23
p11243,1.225,24
p11244,1.225,25
p11245,1.225,26
p11246,1.225,27
p11247,1.225,28
p11248,1.225,29
p11249,1.225,30
p11250,1.225,31
p11251,1.225,32
p11252,1.225,33
p11253,1.225,34
p11254,1.225,35
p11255,1.225,36
p11256,1.225,37
p11257,1.225,38
p11258,1.225,39
p11259,1.225,40
p11260,1.225,41
p11261,1.225,42
p11262,1.225,43
p11263,1.225,44
p11264,1.225,45
p11265,1.225,46
p11266,1.225,47
p11267,1.225,48
p11268,1.225,49
p11269,1.225,50
p11270,1.225,51
p11271,1.225,52
p11272,1.225,53
p11273,1.225,54
p11274,1.225,55
p11275,1.225,56
p11276,1.225,57
p11277,1.225,58
p11278,1.225,59
p11279,1.225,60
p11280,1.225,61
p11281,1.225,62
p11282,1.225,63
p11283,1.225,64
p11284,1.225,65
p11285,1.225,66
p11286,1.225,67
p11287,1.225,68
p11288,1.225,69
p11289,1.225,70
p11290,1.225,71
p11291,1.225,72
p11292,1.225,73
p11293,1.225,74
p11294,1.225,75
p11295,1.225,76
p11296,1.225,77
p11297,1.225,78
p11298,1.225,79
p11299,1.225,80
p11300,1.225,81
p11301,1.225,82
p11302,1.225,83
p11303,1.225,84
p11304,1.225,85
p11305,1.225,86
p11306,1.225,87
p11307,1.225,88
p11308,1.225,89
p11309,1.225,90
p11310,1.225,91
p11311,1.225,92
p11312,1.225,93
p11313,1.225,94
p11314,1.225,95
p11315,1.225,96
p11316,1.225,97
p11317,1.225,98
p11318,1.225,99
p11319,1.225,100
p11320,1.225,101
p11321,1.225,102
p11322,1.225,103
p11323,1.225,104
p11324,1.225,105
p11325,1.225,106
p11326,1.225,107
p11327,1.225,108
p11328,1.225,109
p11329,1.225,110
p11330,1.225,111
p11331,1.225,112
p11332,1.225,113
p11333,1.225,114
p11334,1.225,115
p11335,1.225,116
p11336,1.225,117
p11337,1.225,118
p11338,1.225,119
p11339,1.225,120
p11340,1.225,121
p11341,1.225,122
p11342,1.225,123
p11343,1.225,124
p11344,1.225,125
p11345,1.225,126
p11346,1.225,127
p11347,1.225,128
p11348,1.225,129
p11349,1.225,130
p11350,1.225,131
p11351,1.225,132
p11352,1.225,133
p11353,1.225,134
p11354,1.225,135
p11355,1.225,136
p11356,1.225,137
p11357,1.225,138
p11358,1.225,139
p11359,1.225,140
p11360,1.225,141
p11361,1.225,142
p11362,1.225,143
p11363,1.225,144
p11364,1.225,145
p11365,1.225,146
p11366,1.225,147
p11367,1.225,148
p11368,1.225,149
p11369,1.225,150
p11370,1.225,151
p11371,1.225,152
p11372,1.225,153
p11373,1.225,154
p11374,1.225,155
p11375,1.225,156
p11376,1.225,157
p11377,1.225,158
p11378,1.225,159
p11379,1.225,160
p11380,1.225,161
p11381,1.225,162
p11382,1.225,163
p11383,1.225,164
p11384,1.225,165
p11385,1.225,166
p11386,1.225,167
p11387,1.225,168
p11388,1.225,169
p11389,1.225,170
p11390,1.225,171
p11391,1.225,172
p11392,1.225,173
p11393,1.225,174
p11394,1.225,175
p11395,1.225,176
p11396,1.225,177
p11397,1.225,178
p11398,1.225,179
p11399,1.225,180
p11400,1.225,181
p11401,1.225,182
p11402,1.225,183
p11403,1.225,184
p11404,1.225,185
p11405,1.225,186
p11406,1.225,187
p11407,1.225,188
