id,k,np
p1496,0.11,79
p1497,0.11,80
p1498,0.11,81
p1499,0.11,82
p1500,0.11,83
p1501,0.11,84
p1502,0.11,85
p1503,0.11,86
p1504,0.11,87
p1505,0.11,88
p1506,0.11,89
p1507,0.11,90
p1508,0.11,91
p1509,0.11,92
p1510,0.11,93
p1511,0.11,94
p1512,0.11,95
p1513,0.11,96
p1514,0.11,97
p1515,0.11,98
p1516,0.11,99
p1517,0.11,100
p1518,0.11,101
p1519,0.11,102
p1520,0.11,103
p1521,0.11,104
p1522,0.11,105
p1523,0.11,106
p1524,0.11,107
p1525,0.11,108
p1526,0.11,109
p1527,0.11,110
p1528,0.11,111
p1529,0.11,112
p1530,0.11,113
p1531,0.11,114
p1532,0.11,115
p1533,0.11,116
p1534,0.11,117
p1535,0.11,118
p1536,0.11,119
p1537,0.11,120
p1538,0.11,121
p1539,0.11,122
p1540,0.11,123
p1541,0.11,124
p1542,0.11,125
p1543,0.11,126
p1544,0.11,127
p1545,0.11,128
p1546,0.11,129
p1547,0.11,130
p1548,0.12,2
p1549,0.12,3
p1550,0.12,4
p1551,0.12,5
p1552,0.12,6
p1553,0.12,7
p1554,0.12,8
p1555,0.12,9
p1556,0.12,10
p1557,0.12,11
p1558,0.12,12
p1559,0.12,13
p1560,0.12,14
p1561,0.12,15
p1562,0.12,16
p1563,0.12,17
p1564,0.12,18
p1565,0.12,19
p1566,0.12,20
p1567,0.12,21
p1568,0.12,22
p1569,0.12,23
p1570,0.12,24
p1571,0.12,25
p1572,0.12,26
p1573,0.12,27
p1574,0.12,28
p1575,0.12,29
p1576,0.12,30
p1577,0.12,31
p1578,0.12,32
p1579,0.12,33
p1580,0.12,34
p1581,0.12,35
p1582,0.12,36
p1583,0.12,37
p1584,0.12,38
p1585,0.12,39
p1586,0.12,40
p1587,0.12,41
p1588,0.12,42
p1589,0.12,43
p1590,0.12,44
p1591,0.12,45
p1592,0.12,46
p1593,0.12,47
p1594,0.12,48
p1595,0.12,49
p1596,0.12,50
p1597,0.12,51
p1598,0.12,52
p1599,0.12,53
p1600,0.12,54
p1601,0.12,55
p1602,0.12,56
p1603,0.12,57
p1604,0.12,58
p1605,0.12,59
p1606,0.12,60
p1607,0.12,61
p1608,0.12,62
p1609,0.12,63
p1610,0.12,64
p1611,0.12,65
p1612,0.12,66
p1613,0.12,67
p1614,0.12,68
p1615,0.12,69
p1616,0.12,70
p1617,0.12,71
p1618,0.12,72
p1619,0.12,73
p1620,0.12,74
p1621,0.12,75
p1622,0.12,76
p1623,0.12,77
p1624,0.12,78
p1625,0.12,79
p1626,0.12,80
p1627,0.12,81
p1628,0.12,82
p1629,0.12,83
p1630,0.12,84
p1631,0.12,85
p1632,0.12,86
p1633,0.12,87
p1634,0.12,88
p1635,0.12,89
p1636,0.12,90
p1637,0.12,91
p1638,0.12,92
p1639,0.12,93
p1640,0.12,94
p1641,0.12,95
p1642,0.12,96
p1643,0.12,97
p1644,0.12,98
p1645,0.12,99
p1646,0.12,100
p1647,0.12,101
p1648,0.12,102
p1649,0.12,103
p1650,0.12,104
p1651,0.12,105
p1652,0.12,106
p1653,0.12,107
p1654,0.12,108
p1655,0.12,109
p1656,0.12,110
p1657,0.12,111
p1658,0.12,112
p1659,0.12,113
p1660,0.12,114
p1661,0.12,115
p1662,0.12,116
p1663,0.12,117
p1664,0.12,118
p1665,0.12,119
p1666,0.12,120
p1667,0.12,121
p1668,0.12,122
p1669,0.12,123
p1670,0.12,124
p1671,0.12,125
p1672,0.12,126
p1673,0.12,127
p1674,0.12,128
p1675,0.12,129
p1676,0.12,130
p1677,0.13,2
p1678,0.13,3
p1679,0.13,4
p1680,0.13,5
p1681,0.13,6
p1682,0.13,7
p1683,0.13,8
p1684,0.13,9
p1685,0.13,10
p1686,0.13,11
p1687,0.13,12
p1688,0.13,13
p1689,0.13,14
p1690,0.13,15
p1691,0.13,16
p1692,0.13,17
p1693,0.13,18
p1694,0.13,19
p1695,0.13,20
p1696,0.13,21
p1697,0.13,22
p1698,0.13,23
p1699,0.13,24
p1700,0.13,25
p1701,0.13,26
p1702,0.13,27
p1703,0.13,28
p1704,0.13,29
p1705,0.13,30
p1706,0.13,31
p1707,0.13,32
p1708,0.13,33
p1709,0.13,34
p1710,0.13,35
p1711,0.13,36
p1712,0.13,37
p1713,0.13,38
p1714,0.13,39
p1715,0.13,40
p1716,0.13,41
p1717,0.13,42
p1718,0.13,43
p1719,0.13,44
p1720,0.13,45
p1721,0.13,46
p1722,0.13,47
p1723,0.13,48
p1724,0.13,49
p1725,0.13,50
p1726,0.13,51
p1727,0.13,52
p1728,0.13,53
p1729,0.13,54
p1730,0.13,55
p1731,0.13,56
p1732,0.13,57
p1733,0.13,58
p1734,0.13,59
p1735,0.13,60
p1736,0.13,61
p1737,0.13,62
p1738,0.13,63
p1739,0.13,64
p1740,0.13,65
p1741,0.13,66
p1742,0.13,67
p1743,0.13,68
p1744,0.13,69
p1745,0.13,70
p1746,0.13,71
p1747,0.13,72
p1748,0.13,73
p1749,0.13,74
p1750,0.13,75
p1751,0.13,76
p1752,0.13,77
p1753,0.13,78
p1754,0.13,79
p1755,0.13,80
p1756,0.13,81
p1757,0.13,82
p1758,0.13,83
p1759,0.13,84
p1760,0.13,85
p1761,0.13,86
p1762,0.13,87
p1763,0.13,88
p1764,0.13,89
p1765,0.13,90
p1766,0.13,91
p1767,0.13,92
p1768,0.13,93
p1769,0.13,94
p1770,0.13,95
p1771,0.13,96
p1772,0.13,97
p1773,0.13,98
p1774,0.13,99
p1775,0.13,100
p1776,0.13,101
p1777,0.13,102
p1778,0.13,103
p1779,0.13,104
p1780,0.13,105
p1781,0.13,106
p1782,0.13,107
p1783,0.13,108
p1784,0.13,109
p1785,0.13,110
p1786,0.13,111
p1787,0.13,112
p1788,0.13,113
p1789,0.13,114
p1790,0.13,115
p1791,0.13,116
p1792,0.13,117
p1793,0.13,118
p1794,0.13,119
p1795,0.13,120
p1796,0.13,121
p1797,0.13,122
p1798,0.13,123
p1799,0.13,124
p1800,0.13,125
p1801,0.13,126
p1802,0.13,127
p1803,0.13,128
p1804,0.13,129
p1805,0.13,130
p1806,0.14,2
p1807,0.14,3
p1808,0.14,4
p1809,0.14,5
p1810,0.14,6
p1811,0.14,7
p1812,0.14,8
p1813,0.14,9
p1814,0.14,10
p1815,0.14,11
p1816,0.14,12
p1817,0.14,13
p1818,0.14,14
p1819,0.14,15
p1820,0.14,16
p1821,0.14,17
p1822,0.14,18
p1823,0.14,19
p1824,0.14,20
p1825,0.14,21
p1826,0.14,22
p1827,0.14,23
p1828,0.14,24
p1829,0.14,25
p1830,0.14,26
p1831,0.14,27
p1832,0.14,28
p1833,0.14,29
p1834,0.14,30
p1835,0.14,31
p1836,0.14,32
p1837,0.14,33
p1838,0.14,34
p1839,0.14,35
p1840,0.14,36
p1841,0.14,37
p1842,0.14,38
p1843,0.14,39
p1844,0.14,40
p1845,0.14,41
p1846,0.14,42
p1847,0.14,43
p1848,0.14,44
p1849,0.14,45
p1850,0.14,46
p1851,0.14,47
p1852,0.14,48
p1853,0.14,49
p1854,0.14,50
p1855,0.14,51
p1856,0.14,52
p1857,0.14,53
p1858,0.14,54
p1859,0.14,55
p1860,0.14,56
p1861,0.14,57
p1862,0.14,58
p1863,0.14,59
p1864,0.14,60
p1865,0.14,61
p1866,0.14,62
p1867,0.14,63
p1868,0.14,64
p1869,0.14,65
p1870,0.14,66
p1871,0.14,67
p1872,0.14,68
p1873,0.14,69
p1874,0.14,70
p1875,0.14,71
p1876,0.14,72
p1877,0.14,73
p1878,0.14,74
p1879,0.14,75
p1880,0.14,76
p1881,0.14,77
p1882,0.14,78
p1883,0.14,79
p1884,0.14,80
p1885,0.14,81
p1886,0.14,82
p1887,0.14,83
p1888,0.14,84
p1889,0.14,85
p1890,0.14,86
p1891,0.14,87
p1892,0.14,88
p1893,0.14,89
p1894,0.14,90
p1895,0.14,91
p1896,0.14,92
p1897,0.14,93
p1898,0.14,94
p1899,0.14,95
p1900,0.14,96
p1901,0.14,97
p1902,0.14,98
p1903,0.14,99
p1904,0.14,100
p1905,0.14,101
p1906,0.14,102
p1907,0.14,103
p1908,0.14,104
p1909,0.14,105
p1910,0.14,106
p1911,0.14,107
p1912,0.14,108
p1913,0.14,109
p1914,0.14,110
p1915,0.14,111
p1916,0.14,112
p1917,0.14,113
p1918,0.14,114
p1919,0.14,115
p1920,0.14,116
p1921,0.14,117
p1922,0.14,118
p1923,0.14,119
p1924,0.14,120
p1925,0.14,121
p1926,0.14,122
p1927,0.14,123
p1928,0.14,124
p1929,0.14,125
p1930,0.14,126
p1931,0.14,127
p1932,0.14,128
p1933,0.14,129
p1934,0.14,130
p1935,0.15,2
p1936,0.15,3
p1937,0.15,4
p1938,0.15,5
p1939,0.15,6
p1940,0.15,7
p1941,0.15,8
p1942,0.15,9
p1943,0.15,10
p1944,0.15,11
p1945,0.15,12
p1946,0.15,13
p1947,0.15,14
p1948,0.15,15
p1949,0.15,16
p1950,0.15,17
p1951,0.15,18
p1952,0.15,19
p1953,0.15,20
p1954,0.15,21
p1955,0.15,22
p1956,0.15,23
p1957,0.15,24
p1958,0.15,25
p1959,0.15,26
p1960,0.15,27
p1961,0.15,28
p1962,0.15,29
p1963,0.15,30
p1964,0.15,31
p1965,0.15,32
p1966,0.15,33
p1967,0.15,34
p1968,0.15,35
p1969,0.15,36
p1970,0.15,37
p1971,0.15,38
p1972,0.15,39
p1973,0.15,40
p1974,0.15,41
p1975,0.15,42
p1976,0.15,43
p1977,0.15,44
p1978,0.15,45
p1979,0.15,46
p1980,0.15,47
p1981,0.15,48
p1982,0.15,49
p1983,0.15,50
p1984,0.15,51
p1985,0.15,52
p1986,0.15,53
p1987,0.15,54
p1988,0.15,55
p1989,0.15,56
p1990,0.15,57
p1991,0.15,58
p1992,0.15,59
p1993,0.15,60
p1994,0.15,61
p1995,0.15,62
p1996,0.15,63
p1997,0.15,64
p1998,0.15,65
p1999,0.15,66
p2000,0.15,67
p2001,0.15,68
p2002,0.15,69
p2003,0.15,70
p2004,0.15,71
p2005,0.15,72
p2006,0.15,73
p2007,0.15,74
p2008,0.15,75
p2009,0.15,76
p2010,0.15,77
p2011,0.15,78
p2012,0.15,79
p2013,0.15,80
p2014,0.15,81
p2015,0.15,82
p2016,0.15,83
p2017,0.15,84
p2018,0.15,85
p2019,0.15,86
p2020,0.15,87
p2021,0.15,88
p2022,0.15,89
p2023,0.15,90
p2024,0.15,91
p2025,0.15,92
p2026,0.15,93
p2027,0.15,94
p2028,0.15,95
p2029,0.15,96
p2030,0.15,97
p2031,0.15,98
p2032,0.15,99
p2033,0.15,100
p2034,0.15,101
p2035,0.15,102
p2036,0.15,103
p2037,0.15,104
p2038,0.15,105
p2039,0.15,106
p2040,0.15,107
p2041,0.15,108
p2042,0.15,109
p2043,0.15,110
p2044,0.15,111
p2045,0.15,112
p2046,0.15,113
p2047,0.15,114
p2048,0.15,115
p2049,0.15,116
p2050,0.15,117
p2051,0.15,118
p2052,0.15,119
p2053,0.15,120
p2054,0.15,121
p2055,0.15,122
p2056,0.15,123
p2057,0.15,124
p2058,0.15,125
p2059,0.15,126
p2060,0.15,127
p2061,0.15,128
p2062,0.15,129
p2063,0.15,130
p2064,0.16,2
p2065,0.16,3
p2066,0.16,4
p2067,0.16,5
p2068,0.16,6
p2069,0.16,7
p2070,0.16,8
p2071,0.16,9
p2072,0.16,10
p2073,0.16,11
p2074,0.16,12
p2075,0.16,13
p2076,0.16,14
p2077,0.16,15
p2078,0.16,16
p2079,0.16,17
p2080,0.16,18
p2081,0.16,19
p2082,0.16,20
p2083,0.16,21
p2084,0.16,22
p2085,0.16,23
p2086,0.16,24
p2087,0.16,25
p2088,0.16,26
p2089,0.16,27
p2090,0.16,28
p2091,0.16,29
p2092,0.16,30
p2093,0.16,31
p2094,0.16,32
p2095,0.16,33
p2096,0.16,34
p2097,0.16,35
p2098,0.16,36
p2099,0.16,37
p2100,0.16,38
p2101,0.16,39
p2102,0.16,40
p2103,0.16,41
p2104,0.16,42
p2105,0.16,43
p2106,0.16,44
p2107,0.16,45
p2108,0.16,46
p2109,0.16,47
p2110,0.16,48
p2111,0.16,49
p2112,0.16,50
p2113,0.16,51
p2114,0.16,52
p2115,0.16,53
p2116,0.16,54
p2117,0.16,55
p2118,0.16,56
p2119,0.16,57
p2120,0.16,58
p2121,0.16,59
p2122,0.16,60
p2123,0.16,61
p2124,0.16,62
p2125,0.16,63
p2126,0.16,64
p2127,0.16,65
p2128,0.16,66
p2129,0.16,67
p2130,0.16,68
p2131,0.16,69
p2132,0.16,70
p2133,0.16,71
p2134,0.16,72
p2135,0.16,73
p2136,0.16,74
p2137,0.16,75
p2138,0.16,76
p2139,0.16,77
p2140,0.16,78
p2141,0.16,79
p2142,0.16,80
p2143,0.16,81
p2144,0.16,82
p2145,0.16,83
p2146,0.16,84
p2147,0.16,85
p2148,0.16,86
p2149,0.16,87
p2150,0.16,88
p2151,0.16,89
p2152,0.16,90
p2153,0.16,91
p2154,0.16,92
p2155,0.16,93
p2156,0.16,94
p2157,0.16,95
p2158,0.16,96
p2159,0.16,97
p2160,0.16,98
p2161,0.16,99
p2162,0.16,100
p2163,0.16,101
p2164,0.16,102
p2165,0.16,103
p2166,0.16,104
p2167,0.16,105
p2168,0.16,106
p2169,0.16,107
p2170,0.16,108
p2171,0.16,109
p2172,0.16,110
p2173,0.16,111
p2174,0.16,112
p2175,0.16,113
p2176,0.16,114
p2177,0.16,115
p2178,0.16,116
p2179,0.16,117
p2180,0.16,118
p2181,0.16,119
p2182,0.16,120
p2183,0.16,121
p2184,0.16,122
p2185,0.16,123
p2186,0.16,124
p2187,0.16,125
p2188,0.16,126
p2189,0.16,127
p2190,0.16,128
p2191,0.16,129
p2192,0.16,130
p2193,0.17,2
p2194,0.17,3
p2195,0.17,4
p2196,0.17,5
p2197,0.17,6
p2198,0.17,7
p2199,0.17,8
p2200,0.17,9
p2201,0.17,10
p2202,0.17,11
p2203,0.17,12
p2204,0.17,13
p2205,0.17,14
p2206,0.17,15
p2207,0.17,16
p2208,0.17,17
p2209,0.17,18
p2210,0.17,19
p2211,0.17,20
p2212,0.17,21
p2213,0.17,22
p2214,0.17,23
p2215,0.17,24
p2216,0.17,25
p2217,0.17,26
p2218,0.17,27
p2219,0.17,28
p2220,0.17,29
p2221,0.17,30
p2222,0.17,31
p2223,0.17,32
p2224,0.17,33
p2225,0.17,34
p2226,0.17,35
p2227,0.17,36
p2228,0.17,37
p2229,0.17,38
p2230,0.17,39
p2231,0.17,40
p2232,0.17,41
p2233,0.17,42
p2234,0.17,43
p2235,0.17,44
p2236,0.17,45
p2237,0.17,46
p2238,0.17,47
p2239,0.17,48
p2240,0.17,49
p2241,0.17,50
p2242,0.17,51
p2243,0.17,52
p2244,0.17,53
p2245,0.17,54
p2246,0.17,55
p2247,0.17,56
p2248,0.17,57
p2249,0.17,58
p2250,0.17,59
p2251,0.17,60
p2252,0.17,61
p2253,0.17,62
p2254,0.17,63
p2255,0.17,64
p2256,0.17,65
p2257,0.17,66
p2258,0.17,67
p2259,0.17,68
p2260,0.17,69
p2261,0.17,70
p2262,0.17,71
p2263,0.17,72
p2264,0.17,73
p2265,0.17,74
p2266,0.17,75
p2267,0.17,76
p2268,0.17,77
p2269,0.17,78
p2270,0.17,79
p2271,0.17,80
p2272,0.17,81
p2273,0.17,82
p2274,0.17,83
p2275,0.17,84
p2276,0.17,85
p2277,0.17,86
p2278,0.17,87
p2279,0.17,88
p2280,0.17,89
p2281,0.17,90
p2282,0.17,91
p2283,0.17,92
p2284,0.17,93
p2285,0.17,94
p2286,0.17,95
p2287,0.17,96
p2288,0.17,97
p2289,0.17,98
p2290,0.17,99
p2291,0.17,100
p2292,0.17,101
p2293,0.17,102
p2294,0.17,103
p2295,0.17,104
p2296,0.17,105
p2297,0.17,106
p2298,0.17,107
p2299,0.17,108
p2300,0.17,109
p2301,0.17,110
p2302,0.17,111
p2303,0.17,112
p2304,0.17,113
p2305,0.17,114
p2306,0.17,115
p2307,0.17,116
p2308,0.17,117
p2309,0.17,118
p2310,0.17,119
p2311,0.17,120
p2312,0.17,121
p2313,0.17,122
p2314,0.17,123
p2315,0.17,124
p2316,0.17,125
p2317,0.17,126
p2318,0.17,127
p2319,0.17,128
p2320,0.17,129
p2321,0.17,130
p2322,0.18,2
p2323,0.18,3
p2324,0.18,4
p2325,0.18,5
p2326,0.18,6
p2327,0.18,7
p2328,0.18,8
p2329,0.18,9
p2330,0.18,10
p2331,0.18,11
p2332,0.18,12
p2333,0.18,13
p2334,0.18,14
p2335,0.18,15
p2336,0.18,16
p2337,0.18,17
p2338,0.18,18
p2339,0.18,19
p2340,0.18,20
p2341,0.18,21
p2342,0.18,22
p2343,0.18,23
p2344,0.18,24
p2345,0.18,25
p2346,0.18,26
p2347,0.18,27
p2348,0.18,28
p2349,0.18,29
p2350,0.18,30
p2351,0.18,31
p2352,0.18,32
p2353,0.18,33
p2354,0.18,34
p2355,0.18,35
p2356,0.18,36
p2357,0.18,37
p2358,0.18,38
p2359,0.18,39
p2360,0.18,40
p2361,0.18,41
p2362,0.18,42
p2363,0.18,43
p2364,0.18,44
p2365,0.18,45
p2366,0.18,46
p2367,0.18,47
p2368,0.18,48
p2369,0.18,49
p2370,0.18,50
p2371,0.18,51
p2372,0.18,52
p2373,0.18,53
p2374,0.18,54
p2375,0.18,55
p2376,0.18,56
p2377,0.18,57
p2378,0.18,58
p2379,0.18,59
p2380,0.18,60
p2381,0.18,61
p2382,0.18,62
p2383,0.18,63
p2384,0.18,64
p2385,0.18,65
p2386,0.18,66
p2387,0.18,67
p2388,0.18,68
p2389,0.18,69
p2390,0.18,70
p2391,0.18,71
p2392,0.18,72
p2393,0.18,73
p2394,0.18,74
p2395,0.18,75
p2396,0.18,76
p2397,0.18,77
p2398,0.18,78
p2399,0.18,79
p2400,0.18,80
p2401,0.18,81
p2402,0.18,82
p2403,0.18,83
p2404,0.18,84
p2405,0.18,85
p2406,0.18,86
p2407,0.18,87
p2408,0.18,88
p2409,0.18,89
p2410,0.18,90
p2411,0.18,91
p2412,0.18,92
p2413,0.18,93
p2414,0.18,94
p2415,0.18,95
p2416,0.18,96
p2417,0.18,97
p2418,0.18,98
p2419,0.18,99
p2420,0.18,100
p2421,0.18,101
p2422,0.18,102
p2423,0.18,103
p2424,0.18,104
p2425,0.18,105
p2426,0.18,106
p2427,0.18,107
p2428,0.18,108
p2429,0.18,109
p2430,0.18,110
p2431,0.18,111
p2432,0.18,112
p2433,0.18,113
p2434,0.18,114
p2435,0.18,115
p2436,0.18,116
p2437,0.18,117
p2438,0.18,118
p2439,0.18,119
p2440,0.18,120
p2441,0.18,121
p2442,0.18,122
p2443,0.18,123
p2444,0.18,124
p2445,0.18,125
p2446,0.18,126
p2447,0.18,127
p2448,0.18,128
p2449,0.18,129
p2450,0.18,130
p2451,0.19,2
p2452,0.19,3
p2453,0.19,4
p2454,0.19,5
p2455,0.19,6
p2456,0.19,7
p2457,0.19,8
p2458,0.19,9
p2459,0.19,10
p2460,0.19,11
p2461,0.19,12
p2462,0.19,13
p2463,0.19,14
p2464,0.19,15
p2465,0.19,16
p2466,0.19,17
p2467,0.19,18
p2468,0.19,19
p2469,0.19,20
p2470,0.19,21
p2471,0.19,22
p2472,0.19,23
p2473,0.19,24
p2474,0.19,25
p2475,0.19,26
p2476,0.19,27
p2477,0.19,28
p2478,0.19,29
p2479,0.19,30
p2480,0.19,31
p2481,0.19,32
p2482,0.19,33
p2483,0.19,34
p2484,0.19,35
p2485,0.19,36
p2486,0.19,37
p2487,0.19,38
p2488,0.19,39
p2489,0.19,40
p2490,0.19,41
p2491,0.19,42
p2492,0.19,43
p2493,0.19,44
p2494,0.19,45
p2495,0.19,46
p2496,0.19,47
p2497,0.19,48
p2498,0.19,49
p2499,0.19,50
p2500,0.19,51
p2501,0.19,52
p2502,0.19,53
p2503,0.19,54
p2504,0.19,55
p2505,0.19,56
p2506,0.19,57
p2507,0.19,58
p2508,0.19,59
p2509,0.19,60
p2510,0.19,61
p2511,0.19,62
p2512,0.19,63
p2513,0.19,64
p2514,0.19,65
p2515,0.19,66
p2516,0.19,67
p2517,0.19,68
p2518,0.19,69
p2519,0.19,70
p2520,0.19,71
p2521,0.19,72
p2522,0.19,73
p2523,0.19,74
p2524,0.19,75
p2525,0.19,76
p2526,0.19,77
p2527,0.19,78
p2528,0.19,79
p2529,0.19,80
p2530,0.19,81
p2531,0.19,82
p2532,0.19,83
p2533,0.19,84
p2534,0.19,85
p2535,0.19,86
p2536,0.19,87
p2537,0.19,88
p2538,0.19,89
p2539,0.19,90
p2540,0.19,91
p2541,0.19,92
p2542,0.19,93
p2543,0.19,94
p2544,0.19,95
p2545,0.19,96
p2546,0.19,97
p2547,0.19,98
p2548,0.19,99
p2549,0.19,100
p2550,0.19,101
p2551,0.19,102
p2552,0.19,103
p2553,0.19,104
p2554,0.19,105
p2555,0.19,106
p2556,0.19,107
p2557,0.19,108
p2558,0.19,109
p2559,0.19,110
p2560,0.19,111
p2561,0.19,112
p2562,0.19,113
p2563,0.19,114
p2564,0.19,115
p2565,0.19,116
p2566,0.19,117
p2567,0.19,118
p2568,0.19,119
p2569,0.19,120
p2570,0.19,121
p2571,0.19,122
p2572,0.19,123
p2573,0.19,124
p2574,0.19,125
p2575,0.19,126
p2576,0.19,127
p2577,0.19,128
p2578,0.19,129
p2579,0.19,130
p2580,0.2,2
p2581,0.2,3
p2582,0.2,4
p2583,0.2,5
p2584,0.2,6
p2585,0.2,7
p2586,0.2,8
p2587,0.2,9
p2588,0.2,10
p2589,0.2,11
p2590,0.2,12
p2591,0.2,13
p2592,0.2,14
p2593,0.2,15
p2594,0.2,16
p2595,0.2,17
p2596,0.2,18
p2597,0.2,19
p2598,0.2,20
p2599,0.2,21
p2600,0.2,22
p2601,0.2,23
p2602,0.2,24
p2603,0.2,25
p2604,0.2,26
p2605,0.2,27
p2606,0.2,28
p2607,0.2,29
p2608,0.2,30
p2609,0.2,31
p2610,0.2,32
p2611,0.2,33
p2612,0.2,34
p2613,0.2,35
p2614,0.2,36
p2615,0.2,37
p2616,0.2,38
p2617,0.2,39
p2618,0.2,40
p2619,0.2,41
p2620,0.2,42
p2621,0.2,43
p2622,0.2,44
p2623,0.2,45
p2624,0.2,46
p2625,0.2,47
p2626,0.2,48
p2627,0.2,49
p2628,0.2,50
p2629,0.2,51
p2630,0.2,52
p2631,0.2,53
p2632,0.2,54
p2633,0.2,55
p2634,0.2,56
p2635,0.2,57
p2636,0.2,58
p2637,0.2,59
p2638,0.2,60
p2639,0.2,61
p2640,0.2,62
p2641,0.2,63
p2642,0.2,64
p2643,0.2,65
p2644,0.2,66
p2645,0.2,67
p2646,0.2,68
p2647,0.2,69
p2648,0.2,70
p2649,0.2,71
p2650,0.2,72
p2651,0.2,73
p2652,0.2,74
p2653,0.2,75
p2654,0.2,76
p2655,0.2,77
p2656,0.2,78
p2657,0.2,79
p2658,0.2,80
p2659,0.2,81
p2660,0.2,82
p2661,0.2,83
p2662,0.2,84
p2663,0.2,85
p2664,0.2,86
p2665,0.2,87
p2666,0.2,88
p2667,0.2,89
p2668,0.2,90
p2669,0.2,91
p2670,0.2,92
p2671,0.2,93
p2672,0.2,94
p2673,0.2,95
p2674,0.2,96
p2675,0.2,97
p2676,0.2,98
p2677,0.2,99
p2678,0.2,100
p2679,0.2,101
p2680,0.2,102
p2681,0.2,103
p2682,0.2,104
p2683,0.2,105
p2684,0.2,106
p2685,0.2,107
p2686,0.2,108
p2687,0.2,109
p2688,0.2,110
p2689,0.2,111
p2690,0.2,112
p2691,0.2,113
p2692,0.2,114
p2693,0.2,115
p2694,0.2,116
p2695,0.2,117
p2696,0.2,118
p2697,0.2,119
p2698,0.2,120
p2699,0.2,121
p2700,0.2,122
p2701,0.2,123
p2702,0.2,124
p2703,0.2,125
p2704,0.2,126
p2705,0.2,127
p2706,0.2,128
p2707,0.2,129
p2708,0.2,130
p2709,0.21,2
p2710,0.21,3
p2711,0.21,4
p2712,0.21,5
p2713,0.21,6
p2714,0.21,7
p2715,0.21,8
p2716,0.21,9
p2717,0.21,10
p2718,0.21,11
p2719,0.21,12
p2720,0.21,13
p2721,0.21,14
p2722,0.21,15
p2723,0.21,16
p2724,0.21,17
p2725,0.21,18
p2726,0.21,19
p2727,0.21,20
p2728,0.21,21
p2729,0.21,22
p2730,0.21,23
p2731,0.21,24
p2732,0.21,25
p2733,0.21,26
p2734,0.21,27
p2735,0.21,28
p2736,0.21,29
p2737,0.21,30
p2738,0.21,31
p2739,0.21,32
p2740,0.21,33
p2741,0.21,34
p2742,0.21,35
p2743,0.21,36
p2744,0.21,37
p2745,0.21,38
p2746,0.21,39
p2747,0.21,40
p2748,0.21,41
p2749,0.21,42
p2750,0.21,43
p2751,0.21,44
p2752,0.21,45
p2753,0.21,46
p2754,0.21,47
p2755,0.21,48
p2756,0.21,49
p2757,0.21,50
p2758,0.21,51
p2759,0.21,52
p2760,0.21,53
p2761,0.21,54
p2762,0.21,55
p2763,0.21,56
p2764,0.21,57
p2765,0.21,58
p2766,0.21,59
p2767,0.21,60
p2768,0.21,61
p2769,0.21,62
p2770,0.21,63
p2771,0.21,64
p2772,0.21,65
p2773,0.21,66
p2774,0.21,67
p2775,0.21,68
p2776,0.21,69
p2777,0.21,70
p2778,0.21,71
p2779,0.21,72
p2780,0.21,73
p2781,0.21,74
p2782,0.21,75
p2783,0.21,76
p2784,0.21,77
p2785,0.21,78
p2786,0.21,79
p2787,0.21,80
p2788,0.21,81
p2789,0.21,82
p2790,0.21,83
p2791,0.21,84
p2792,0.21,85
p2793,0.21,86
p2794,0.21,87
p2795,0.21,88
p2796,0.21,89
p2797,0.21,90
p2798,0.21,91
p2799,0.21,92
p2800,0.21,93
p2801,0.21,94
p2802,0.21,95
p2803,0.21,96
p2804,0.21,97
p2805,0.21,98
p2806,0.21,99
p2807,0.21,100
p2808,0.21,101
p2809,0.21,102
p2810,0.21,103
p2811,0.21,104
p2812,0.21,105
p2813,0.21,106
p2814,0.21,107
p2815,0.21,108
p2816,0.21,109
p2817,0.21,110
p2818,0.21,111
p2819,0.21,112
p2820,0.21,113
p2821,0.21,114
p2822,0.21,115
p2823,0.21,116
p2824,0.21,117
p2825,0.21,118
p2826,0.21,119
p2827,0.21,120
p2828,0.21,121
p2829,0.21,122
p2830,0.21,123
p2831,0.21,124
p2832,0.21,125
p2833,0.21,126
p2834,0.21,127
p2835,0.21,128
p2836,0.21,129
p2837,0.21,130
p2838,0.22,2
p2839,0.22,3
p2840,0.22,4
p2841,0.22,5
p2842,0.22,6
p2843,0.22,7
p2844,0.22,8
p2845,0.22,9
p2846,0.22,10
p2847,0.22,11
p2848,0.22,12
p2849,0.22,13
p2850,0.22,14
p2851,0.22,15
p2852,0.22,16
p2853,0.22,17
p2854,0.22,18
p2855,0.22,19
p2856,0.22,20
p2857,0.22,21
p2858,0.22,22
p2859,0.22,23
p2860,0.22,24
p2861,0.22,25
p2862,0.22,26
p2863,0.22,27
p2864,0.22,28
p2865,0.22,29
p2866,0.22,30
p2867,0.22,31
p2868,0.22,32
p2869,0.22,33
p2870,0.22,34
p2871,0.22,35
p2872,0.22,36
p2873,0.22,37
p2874,0.22,38
p2875,0.22,39
p2876,0.22,40
p2877,0.22,41
p2878,0.22,42
p2879,0.22,43
p2880,0.22,44
p2881,0.22,45
p2882,0.22,46
p2883,0.22,47
p2884,0.22,48
p2885,0.22,49
p2886,0.22,50
p2887,0.22,51
p2888,0.22,52
p2889,0.22,53
p2890,0.22,54
p2891,0.22,55
p2892,0.22,56
p2893,0.22,57
p2894,0.22,58
